ref_consultation,org_acronyme,reference,type_procedure,type_procedure_abbrev,categorie,objet,acheteur,lieu_execution,date_publication,date_limite,statut,url
860873,o8p,57/2024/DPETLM,Appel d'offres ouvert simplifié,AOS,Services,Réalisation de levé topographique aérien pour l’étude de construction d’une voie de contournement de la ville d’El Hajeb -Province d’El Hajeb-,LE DIRECTEUR PROVINCIAL DE L'EQUIPEMENT ET DU TRANSPORT ET DE LA LOGISTIQUE DE MEKNES,EL-HAJEB,09/01/2025,29/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=860873&orgAcronyme=o8p
860904,p1v,02/2025/eljadida,Appel d'offres ouvert,AOO,Travaux,Travaux d’installation des appareils électriques (Feux Tricolores) à la ville d’El Jadida,Commune urbaine de EL JADIDA,EL JADIDA,15/01/2025,12/02/2025 10:30,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=860904&orgAcronyme=p1v
861006,p1v,..11/2024,Appel d'offres ouvert simplifié,AOS,Fournitures,Acquisition d’une voiture de service au profit de la commune ouled AISSA .,Commune rurale de OULAD AISSA,EL JADIDA,02/01/2025,14/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861006&orgAcronyme=p1v
861028,q9t,65/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,"FOURNITURE, INSTALLATION ET MISE EN MARCHE DE MATERIEL D’EXPLORATION FONCTIONNELLE ET SURVEILLANCE DESTINE AUX ETABLISSEMENTS DE SOINS DE SANTE PRIMAIRE RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN .lot unique",DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,08/01/2025,20/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861028&orgAcronyme=q9t
861030,x8h,N01/2025/CI,Appel d'offres ouvert simplifié,AOS,Fournitures,Acquisition du carburant pour le fonctionnement des véhicules relevant de la commune territoriale Imlili,COMMUNE IMLILI,OUED ED DAHAB,06/01/2025,20/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861030&orgAcronyme=x8h
861061,q9t,66/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,FOURNITURE DES BOITES D’INSTRUMENT MEDICAL DESTINES AUX ESSP RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN »LOT UNIQUE,DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,08/01/2025,05/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861061&orgAcronyme=q9t
861069,q9t,67/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,FOURNITURE D’INSTRUMENTATION MEDICALE DESTINES AUX ESSP RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN » LOT UNIQUE,DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,08/01/2025,05/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861069&orgAcronyme=q9t
861077,q9t,68/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,FOURNITURE DE MATERIEL MEDICO-HOSPITALIERS DESTINES AUX ESSP RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN LOT UNIQUE,DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,10/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861077&orgAcronyme=q9t
861086,q9t,69/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,FOURNITURE DE LITERIE MEDICALE DESTINE AUX ESSP RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN LOT UNIQUE,DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,10/01/2025,06/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861086&orgAcronyme=q9t
861287,q9t,71/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,"FOURNITURE, INSTALLATION ET MISE EN MARCHE DES EQUIPEMENTS DE STIRILISATION DESTINES AUX ESSP RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN LOT UNIQUE",DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,10/01/2025,10/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861287&orgAcronyme=q9t
861291,q9t,72/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,FOURNITURE DE MOBILIER MEDICAL DESTINE AUX ESSP RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN LOT UNIQUE,DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,10/01/2025,10/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861291&orgAcronyme=q9t
861382,b1d,30/2024,Appel d'offres ouvert,AOO,Travaux,Travaux de Construction du Poste Transformateur de la Zone d’activités économiques à la Commune de Boujdour- Province de Boujdour,Commune urbaine de BOUJDOUR,BOUJDOUR,03/01/2025,27/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861382&orgAcronyme=b1d
861408,o8p,AO/143/ANEPCEST/2024,Appel d'offres ouvert,AOO,Travaux,« TRAVAUX DE MISE A NIVEAU DES CENTRES DE SOINS DE SANTÉ PRIMAIRES - PROVINCE D'IFRANE ET EL HAJEB : - DR BOUESRAF - CSU1 EL HAJEB 1 - DR IGHOUD - DR ASSAKA - DR OUGMES »,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE EST,EL-HAJEB,13/01/2025,06/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861408&orgAcronyme=o8p
861415,g3h,41/FA/DIV.G.F./DIV.B.P.I/ZN/2024,Appel d'offres ouvert,AOO,Services,Entretien et maintenance préventive et curative des groupes électrogènes et des postes de transformation (pièces de rechange et main d’œuvre) pour le compte de l’Inspection Générale des Forces Auxiliaires Zone Nord et la caserne du 4° Groupement des Makhzens Mobiles Rabat en lot unique.,INSPECTION GENERALE DES FORCES AUXILIAIRES - ZONE NORD,RABAT,09/01/2025,04/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861415&orgAcronyme=g3h
861423,f8y,01/2025,Appel d'offres ouvert,AOO,Travaux,"Travaux de construction en enrobé de la piste menant à la décharge publique de Berkane, reliant la Route National RN2 au douar Oulad El Haj, sur une longueur de 1.6 km - Province de Berkane -",Groupement de communes TRIFA,BERKANE,02/01/2025,29/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861423&orgAcronyme=f8y
861436,g8e,10/2024/DPI/TETOUAN,Appel d'offres ouvert,AOO,Fournitures,l’achat de fournitures pour le matériel informatique pour le compte de la Direction Provinciale des Impôts de Tétouan.,Direction Rgionale des Impôts de la Wilaya de Tétouan et des provinces de Chefchaouen et Fnidek,TETOUAN,03/01/2025,15/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861436&orgAcronyme=g8e
861437,s3d,01/2025/DRSM,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’ACHEVEMENT DE LA COLONIE DE VACANCES TAGHAZOUT SUD COMMUNE TAGHAZOUT PREFECTURE AGADIR IDA OUTANANE,DIRECTEUR REGIONAL DU MINISTERE DE LA JEUNESSE ET DES SPORTS REGION SOUSS - MASSA,AGADIR IDA OU TANANE,03/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861437&orgAcronyme=s3d
861447,g3h,01/BG/2025,Appel d'offres ouvert,AOO,Fournitures,ACHAT DE CARBURANT ET LUBRIFIANTS POUR LA PROVINCE DE BERRECHID (lot unique).,GOUVERNEUR DE LA PROVINCE DE BERRECHID,BERRECHID,02/01/2025,11/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861447&orgAcronyme=g3h
861490,f9f,14/E/2024,Appel d'offres ouvert,AOO,Services,L’exploitation temporaire des kiosques situés dans la gare de taxi première catégorie de la commune de Tiznit.,Commune urbaine de TIZNIT,TIZNIT,02/01/2025,28/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861490&orgAcronyme=f9f
861503,a1z,02/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX D’AMENAGEMENT DU TERRAIN DE PROXIMITE HAY ERRAHMA SIS A LA COMMUNE DE TIT MELLIL,Commune urbaine de TIT MELLIL,MEDIOUNA,09/01/2025,11/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861503&orgAcronyme=a1z
861568,u6i,08/2024/ISPM,Appel d'offres ouvert simplifié,AOS,Fournitures,Achat de denrées alimentaires destinées à la nourriture des étudiants de l’ISPM d’Agadir au titre de l’exercice 2025 en trois lots : • Lot n° 01 : légumes et fruits frais. • Lot n° 02 : denrées d’épicerie. • Lot n° 03 : Pain et pâtisserie.,INSTITUT SUPERIEUR DES PECHES MARITIMES AGADIR,AGADIR IDA OU TANANE,09/01/2025,22/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861568&orgAcronyme=u6i
861574,f9f,01/2025,Appel d'offres ouvert,AOO,Travaux,TRAVAUX DE PROTECTION DE L’OASIS DE SKOURA CONTRE LES INONDATIONS D’OUED ELHAJAJ : Travaux de construction des tronçons de la Rive Gauche Travaux d’achèvement des tronçons de la Rive Droite COMMUNE DE SKOURA AHL EL OUST PROVINCE D'OUARZAZATE,Commune rurale de SKOURA AHL EL OUST,OUARZAZATE,06/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861574&orgAcronyme=f9f
861582,j0w,6/2024,Appel d'offres ouvert simplifié,AOS,Travaux,travaux de creusement d’un forage au douar zayate.,Commune DZOUZ,EL KELAA DES SRAGHNA,04/01/2025,17/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861582&orgAcronyme=j0w
861602,q9t,73/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,« FOURNITURE DE PETIT MATERIEL DE SOINS ET D’EXAMEN DESTINES AUX ETABLISSEMENTS DE SOINS DE SANTE PRIMAIRES RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN »Lot unique.,DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,10/01/2025,07/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861602&orgAcronyme=q9t
861613,q9t,74/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,"FOURNITURE, INSTALLATION ET MISE EN MARCHE DES EQUIPEMENTS D’IMAGERIE MEDICALE DESTINES AU CENTRE DE REFERENCE DE LA SANTE REPRODUCTIVE A LA PROVINCE DE GUELMIM RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN. LOT UNIQUE",DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,08/01/2025,03/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861613&orgAcronyme=q9t
861663,g3h,7/2025/INDH,Appel d'offres ouvert,AOO,Travaux,Travaux de construction de cinq (5) unités préscolaires de type I (un) à la commune Loudaya et Agafay dans la préfecture de Marrakech-Plan d’action 2024,WALI DE LA REGION MARRAKECH SAFI & GOUVERNEURDE LA PREFECTURE MARRAKECH,MARRAKECH,03/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861663&orgAcronyme=g3h
861671,g3h,8/2025/INDH,Appel d'offres ouvert,AOO,Travaux,Travaux de construction de cinq (5) unités préscolaires de type I (un) à la commune Sidi Zouine et Ait Imour dans la préfecture de Marrakech-Plan d’action 2024,WALI DE LA REGION MARRAKECH SAFI & GOUVERNEURDE LA PREFECTURE MARRAKECH,MARRAKECH,03/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861671&orgAcronyme=g3h
861672,f9f,15/E/2024,Appel d'offres ouvert,AOO,Services,Location des boutiques appartenant au domaine privée de la commune de Tizni et situé au complexe commercial au quartier Nakhil.,Commune urbaine de TIZNIT,TIZNIT,06/01/2025,30/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861672&orgAcronyme=f9f
861675,g3h,09/2025/INDH,Appel d'offres ouvert,AOO,Travaux,Travaux de construction de quatre (4) unités préscolaires de type II (Deux) à la commune Al Ouidane et Harbil dans la préfecture de Marrakech-Plan d’action 2024,WALI DE LA REGION MARRAKECH SAFI & GOUVERNEURDE LA PREFECTURE MARRAKECH,MARRAKECH,03/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861675&orgAcronyme=g3h
861676,o8p,AO/144/ANEPCEST/2024,Appel d'offres ouvert,AOO,Services,« EXPERTISE RELATIVE AUX TRAVAUX DE REHABILITATION DE LA MOSQUEE SIDI ABDERRAHMANE A LA PROVINCE DE TAOUNATE »,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE EST,TAOUNATE,09/01/2025,04/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861676&orgAcronyme=o8p
861692,f9f,16/E/2024,Appel d'offres ouvert,AOO,Services,l’exploitation temporaire du domaine public communal à des fins de publicité commerciale.,Commune urbaine de TIZNIT,TIZNIT,06/01/2025,29/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861692&orgAcronyme=f9f
861738,o8p,AO/145/ANEPCEST/2024,Appel d'offres ouvert,AOO,Travaux,« TRAVAUX DE MISE A NIVEAU DES CENTRES DE SANTÉ DE LA PROVINCE DE FES - CENTRE DE SANTE BEN DEBBAB - CENTRE DE SANTE DHAR ELKHMISS »,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE EST,FES,13/01/2025,06/02/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861738&orgAcronyme=o8p
861739,q9t,75/2024/DRSPSGON,Appel d'offres ouvert,AOO,Fournitures,"« FOURNITURE, INSTALLATION ET MISE EN MARCHE DE MATERIEL MEDICO-TECHNIQUES DESTINES AU CENTRE DE REFERENCE DE LA SANTE REPRODUCTIVE A LA PROVINCE DE GUELMIM RELEVANT DE LA DIRECTION REGIONALE DE LA SANTE ET DE LA PROTECTION SOCIALE DE GUELMIM-OUED NOUN » Allotis (3 lots séparés) : LOT N°01 : MOBILIER MEDICAL ET EQUIPEMENTS POUR LA STERILISATION LOT N°02 : EQUIPEMENTS D’EXPLORATION FONCTIONNELLE ET SURVEILLANCE LOT N°03 : INSTRUMENTATION MEDICALE ET PETIT MATERIEL DE SOINS ET EXAMENS",DIRECTEUR REGIONAL DE LA SANTE A LA REGION DE GUELMIM OUED NOUN,GUELMIM,08/01/2025,03/02/2025 12:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861739&orgAcronyme=q9t
861740,g3h,17/2024,Appel d'offres ouvert,AOO,Services,"Les prestations d’entretien, hygiène et nettoyage des locaux de police relevant du commandement de la Préfecture de Police d'Agadir.",PREFET DE LA POLICE DE AGADIR,Wilaya d'Agadir Ida Outanane,06/01/2025,18/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861740&orgAcronyme=g3h
861748,q9t,01/2025/DAMPS/MDT/DELM/DP/CAPM,Appel d'offres ouvert,AOO,Fournitures,"L’achat des médicaments des programmes sanitaires de la Direction de l’Epidémiologie et de Lutte contre les Maladies, de la Direction de la Population et du Centre Antipoison et de Pharmacovigilance du Maroc et des Etablissements des Soins relevant du Ministère de la Santé et de la Protection Sociale",DIRECTION DE L'APPROVISIONNEMENT EN MEDICAMENTS ET PRODUITS DE SANTE,Préfecture de Fès Medina,08/01/2025,04/03/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861748&orgAcronyme=q9t
861780,g3h,20/DBM/BG/2024,Appel d'offres ouvert simplifié,AOS,Fournitures,"Achat de denrées alimentaires, détergents et produits de nettoyage pour la Province de Taourirt –Province de Taourirt, région de l’oriental",GOUVERNEUR DE TAOURIRTE,TAOURIRT,02/01/2025,15/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861780&orgAcronyme=g3h
861845,d4q,DR2127267,Appel d'offres ouvert,AOO,Fournitures,"Fourniture et livraison de connecteurs à perforation d’isolant BT « 6KV » pour branchement et réseau électrique BT, pour le compte de la Direction Régionale Distribution Rabat=lot unique=",OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,SIDI KACEM,02/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861845&orgAcronyme=d4q
861847,d4q,DR3127258,Appel d'offres ouvert,AOO,Travaux,Remise en état des supports BT endommagés dans diverses localités de la Direction Provinciale de Sidi Kacem == Lot Unique ==,OFFICE NATIONALE DE L'ELECTRICITE ET DE L'EAU POTABLE - BRANCHE ELECTRICITE,SIDI KACEM,02/01/2025,28/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861847&orgAcronyme=d4q
861873,f8y,26/2024/BP/PFG,Appel d'offres ouvert,AOO,Travaux,"CONSTRUCTION ET EQUIPEMENT DU SIEGE DU GROUPEMENT DES COLLECTIVITES TERRITORIALES (GCT -BCH) ""NJOUD AL OULYA"".",Province de FIGUIG,MAROC,02/01/2025,22/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861873&orgAcronyme=f8y
861891,f8y,27/2024/BP/PFG,Appel d'offres ouvert,AOO,Travaux,"CONSTRUCTION ET EQUIPEMENT DU SIEGE DU GROUPEMENT DES COLLECTIVITES TERRITORIALES (GCT -BCH) ""TAMLALT"".",Province de FIGUIG,MAROC,02/01/2025,23/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861891&orgAcronyme=f8y
861927,q9t,99/2024/2,Appel d'offres ouvert,AOO,Fournitures,"Achat de matériel de laboratoire, destiné au CHP de Tinghir",DIRECTEUR DES EQUIPEMENTS ET DE MAINTENANCE RABAT,TINGHIR,02/01/2025,17/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861927&orgAcronyme=q9t
861949,o8p,06/CONC/2024/ANEPCO,Concours Architectural,CONCA,Services,LA CONCEPTION ARCHITECTURALE ET LE SUIVI DES TRAVAUX DE CONSTRUCTION DE L’INSTITUT DE FORMATION FISCALE DE LA DIRECTION GENERALE DES IMPÔTS A BOUZNIKA.,DIRECTION REGIONALE DE L'AGENCE NATIONALE DES EQUIPEMENTS PUBLICS DU CENTRE OUEST,BENSLIMANE,08/01/2025,25/02/2025 16:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=861949&orgAcronyme=o8p
862032,z9k,02/2025/CBM,Appel d'offres ouvert,AOO,Services,REALISATION D’UNE EXPERTISE GEOTECHNIQUE DE STABILITE DE TROIS (03) TALUS ROCHEUX A LA VILLE DE BENI MELLAL,COMMUNE BENI MELLAL,BENI MELLAL,09/01/2025,04/02/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862032&orgAcronyme=z9k
862041,j0w,01/2025,Appel d'offres ouvert,AOO,Travaux,"TRAVAUX D’AMÉNAGEMENT DE LA PISTE RELIANT DOUAR AIT BAMOUHAMED ET LA RP 2026 SUR UNE LONGUEUR DE 2.770 KM. ET- LA PISTE RELIANT LA RP 2212 ET LES DOUARS AIT OAASSI, AIT BRAHIM, SIDI SALH ET AIT BEN HIMOUD SUR UNE LONGUEUR DE 6 KM.",Commune MOUARID,ESSAOUIRA,01/01/2025,23/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862041&orgAcronyme=j0w
862044,q0x,01/RDT/2025,Appel d'offres ouvert,AOO,Services,ORGANISATION DES SESSIONS DE FORMATION CONTINUE AU PROFIT DES ÉLUS DE LA RÉGION DRAA TAFILALET.,REGION DE DRAA TAFILALET,ERRACHIDIA,03/01/2025,27/01/2025 10:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862044&orgAcronyme=q0x
862054,j0w,02/2025,Concours Architectural,CONCA,Services,"LA CONCEPTION , REALISATION DES ETUDES ARCHITECTURALES ET SUIVI DES TRAVAUX DE CONSTRUCTION DE DIX BOUTIQUES COMMERCIALES AU CENTRE MOUARID",Commune MOUARID,ESSAOUIRA,01/01/2025,23/01/2025 11:00,,https://www.marchespublics.gov.ma/index.php?page=entreprise.EntrepriseDetailConsultation&refConsultation=862054&orgAcronyme=j0w
